"ID","Sex_R","BirthYear","Age","AgeClass","SampleYear","IgG_TC","IgPlateRef","RTL","qPCRPlate","qPCRRow","Survival","Strongyles"
2,"Females",1998,0,"Lambs",1998,0.22126,35,1.96104387640208,50,"D",0,1500
13,"Females",1998,0,"Lambs",1998,0.30347,35,1.8205227651823,51,"F",0,500
688,"Males",2010,0,"Lambs",2010,0.4097,29,2.28516314464717,51,"C",0,1500
61,"Males",1998,0,"Lambs",1998,0.2676,33,1.96760106851757,51,"D",0,300
713,"Males",2010,0,"Lambs",2010,0.02671,30,1.8618752761086,51,"C",0,1600
709,"Females",2010,0,"Lambs",2010,0.95879,30,1.74477808904038,51,"D",0,200
821,"Females",2014,0,"Lambs",2014,0.15402,6,1.68314313153102,51,"E",1,300
716,"Males",2010,0,"Lambs",2010,0.42567,30,2.24137912123494,51,"H",0,900
41,"Females",1998,0,"Lambs",1998,0.48079,29,1.6092399387791,51,"D",0,400
718,"Females",2010,0,"Lambs",2010,0.29071,30,1.94860769682498,51,"F",0,1400
695,"Females",2010,0,"Lambs",2010,0.17344,29,1.77535751127827,51,"H",0,300
39,"Males",1998,0,"Lambs",1998,0.14644,34,2.17110052927807,52,"C",0,1600
685,"Females",2010,0,"Lambs",2010,0.33502,29,1.61676665201825,52,"A",1,700
825,"Females",2014,0,"Lambs",2014,0.33946,5,1.41090069428362,52,"D",1,1300
828,"Males",2014,0,"Lambs",2014,0.16693,5,1.79861958314072,52,"B",1,300
701,"Females",2010,0,"Lambs",2010,0.08384,29,2.09140112947841,52,"H",0,1000
689,"Females",2010,0,"Lambs",2010,0.19085,29,2.30055049081626,52,"A",1,700
28,"Males",1998,0,"Lambs",1998,0.06786,34,1.83685292102476,53,"A",0,600
33,"Females",1998,0,"Lambs",1998,0.17832,34,1.65675609965524,53,"C",1,200
690,"Males",2010,0,"Lambs",2010,0.21483,29,1.94594208034265,53,"E",0,200
73,"Females",1998,0,"Lambs",1998,0.01805,33,1.7849599303697,53,"G",0,500
698,"Males",2010,0,"Lambs",2010,0.07222,29,2.03123199179789,53,"H",0,800
723,"Females",2010,0,"Lambs",2010,0.28683,30,1.79309164826049,53,"C",1,400
728,"Females",2010,0,"Lambs",2010,0.04316,31,1.48946602234686,53,"B",0,700
5,"Males",1998,0,"Lambs",1998,0.85134,35,1.71355059605962,54,"H",0,300
735,"Males",2010,0,"Lambs",2010,0.18409,30,1.78753175876698,54,"A",0,200
55,"Males",1998,0,"Lambs",1998,0.10638,33,1.93885927635236,54,"B",0,100
705,"Males",2010,0,"Lambs",2010,0.30023,29,2.07382538645178,54,"B",0,800
32,"Females",1998,0,"Lambs",1998,0.0258,34,2.03770445508448,54,"D",0,1500
21,"Females",1998,0,"Lambs",1998,0.26167,34,1.81808988627965,54,"E",0,400
683,"Females",2010,0,"Lambs",2010,0.13537,29,2.11417538470287,55,"D",0,600
10,"Males",1998,0,"Lambs",1998,0.25055,29,1.85547673675448,55,"E",0,1200
704,"Males",2010,0,"Lambs",2010,0.10584,29,1.83854696957095,55,"F",0,1100
40,"Females",1998,0,"Lambs",1998,0.10239,34,1.49342709772079,55,"E",0,700
46,"Females",1998,0,"Lambs",1998,0.44287,33,2.02569323193822,55,"A",0,700
243,"Males",2002,0,"Lambs",2002,0.07586,18,2.10747625458611,55,"H",1,1200
696,"Males",2010,0,"Lambs",2010,0.57547,29,1.90003972254671,55,"H",1,600
819,"Females",2014,0,"Lambs",2014,0.32551,6,2.36056242743891,55,"B",1,500
732,"Females",2010,0,"Lambs",2010,0.06587,31,2.07828517662533,56,"B",0,200
684,"Females",2010,0,"Lambs",2010,0.25163,29,2.08147951362288,56,"E",0,600
722,"Females",2010,0,"Lambs",2010,0.19447,30,1.88896920720232,56,"A",1,200
76,"Females",1998,0,"Lambs",1998,0.04036,29,1.52808699327123,56,"E",0,1000
27,"Females",1998,0,"Lambs",1998,0.039,34,1.87989944697687,56,"G",1,600
715,"Males",2010,0,"Lambs",2010,0.52155,30,2.56966627414266,56,"C",0,600
249,"Males",2002,0,"Lambs",2002,0.15873,19,1.97874889993728,56,"F",1,900
694,"Females",2010,0,"Lambs",2010,0.5222,29,1.94174934579507,57,"B",0,200
708,"Females",2010,0,"Lambs",2010,0.39585,30,2.06970569675468,57,"D",0,200
247,"Females",2002,0,"Lambs",2002,0.0955,18,1.96214516146782,57,"F",1,1600
726,"Females",2010,0,"Lambs",2010,0.06513,31,1.93375548039353,57,"G",1,200
711,"Females",2010,0,"Lambs",2010,0.11334,30,1.40960954150858,57,"A",0,200
52,"Males",1998,0,"Lambs",1998,0.10908,33,1.73911053939741,57,"H",0,800
724,"Females",2010,0,"Lambs",2010,0.26784,30,1.70801265658351,57,"A",1,800
700,"Females",2010,0,"Lambs",2010,0.04356,29,2.04163787294948,57,"D",0,1800
712,"Males",2010,0,"Lambs",2010,0.29467,30,1.67783844035833,57,"E",0,400
72,"Females",1998,0,"Lambs",1998,0.16903,29,1.61257080988691,57,"E",0,300
692,"Females",2010,0,"Lambs",2010,0.47666,29,1.59628703110855,57,"G",0,1400
822,"Females",2014,0,"Lambs",2014,0.30194,6,1.98576825922007,57,"E",1,200
9,"Males",1998,0,"Lambs",1998,0.81981,35,1.70188428284591,58,"E",0,1200
29,"Males",1998,0,"Lambs",1998,0.11765,34,2.29265570718953,58,"G",0,600
719,"Females",2010,0,"Lambs",2010,0.20135,30,1.36829913413623,58,"D",0,700
699,"Females",2010,0,"Lambs",2010,0.11844,29,1.41601799562129,59,"B",0,100
43,"Males",1998,0,"Lambs",1998,0.33162,34,1.83221846530336,59,"D",0,300
62,"Females",1998,0,"Lambs",1998,0.07371,33,1.87403325612733,59,"A",0,200
11,"Females",1998,0,"Lambs",1998,0.35178,35,1.65843322963892,59,"F",0,1000
67,"Males",1998,0,"Lambs",1998,0.04872,33,1.61904636121204,59,"G",0,600
66,"Females",1998,0,"Lambs",1998,0.12294,33,2.32834295952666,59,"D",0,200
251,"Females",2002,0,"Lambs",2002,0.27095,19,2.17454694352058,59,"F",0,200
30,"Females",1998,0,"Lambs",1998,0.09099,34,1.89217123056871,60,"B",0,700
245,"Males",2002,0,"Lambs",2002,0.18974,18,1.97394146761857,60,"C",1,400
56,"Males",1998,0,"Lambs",1998,0.10996,33,2.23994188190505,60,"D",0,200
60,"Males",1998,0,"Lambs",1998,0.15123,33,1.52213486338485,60,"F",0,200
37,"Females",1998,0,"Lambs",1998,0.329,34,2.29599213623008,60,"D",0,600
17,"Females",1998,0,"Lambs",1998,0.60146,35,2.38952981352881,82,"A",0,200
36,"Females",1998,0,"Lambs",1998,0.0523,34,2.35752272003581,82,"D",0,1800
824,"Males",2014,0,"Lambs",2014,0.03819,6,2.07003666349275,82,"G",1,600
729,"Males",2010,0,"Lambs",2010,0.13781,31,1.64751722220194,82,"H",0,400
827,"Males",2014,0,"Lambs",2014,0.08688,5,2.27265566887607,82,"A",1,600
791,"Males",2011,0,"Lambs",2011,0.2822,12,2.29789751635417,61,"A",0,900
788,"Females",2011,0,"Lambs",2011,0.1335,12,2.50599197009108,61,"F",0,2800
278,"Females",2003,0,"Lambs",2003,0.84168,68,2.18485605244506,61,"G",1,700
448,"Males",2006,0,"Lambs",2006,0.10551,55,2.12147709066258,61,"G",0,1400
82,"Males",1999,0,"Lambs",1999,0.5625,59,2.00644081685064,61,"H",1,200
263,"Males",2003,0,"Lambs",2003,0.11684,68,1.63603893510447,61,"E",1,600
267,"Females",2003,0,"Lambs",2003,0.13411,68,2.63461585185957,61,"B",0,200
447,"Females",2006,0,"Lambs",2006,0.27281,55,2.09489513503804,61,"E",0,300
439,"Males",2006,0,"Lambs",2006,0.45681,55,1.81370041922143,61,"D",0,200
442,"Females",2006,0,"Lambs",2006,0.13805,55,2.06036664161961,61,"B",0,600
784,"Males",2011,0,"Lambs",2011,0.07537,12,2.19533910197495,61,"C",0,2600
742,"Females",2011,0,"Lambs",2011,0.27317,13,2.1034902128264,62,"B",0,400
769,"Females",2011,0,"Lambs",2011,0.1279,12,1.82298440141512,62,"G",0,1100
464,"Females",2006,0,"Lambs",2006,0.04224,55,1.78785716547172,62,"B",0,200
297,"Females",2003,0,"Lambs",2003,0.19797,69,1.84629640728728,62,"B",1,200
299,"Females",2003,0,"Lambs",2003,0.43699,70,1.74122696653827,62,"C",1,0
130,"Females",1999,0,"Lambs",1999,0.26558,58,1.82020285163461,62,"E",1,100
761,"Females",2011,0,"Lambs",2011,0.05272,12,1.6588815962162,62,"B",0,2800
114,"Males",1999,0,"Lambs",1999,0.40369,58,2.21223069975313,62,"D",1,500
471,"Males",2006,0,"Lambs",2006,0.09965,55,1.96850033315253,62,"E",0,300
470,"Males",2006,0,"Lambs",2006,0.11867,55,1.71854421530446,62,"G",0,200
750,"Females",2011,0,"Lambs",2011,0.23298,13,1.92975138580442,62,"F",0,800
457,"Males",2006,0,"Lambs",2006,0.17991,55,2.15657937429185,62,"G",0,700
485,"Males",2006,0,"Lambs",2006,0.10433,56,1.86969945718808,63,"C",0,400
255,"Females",2003,0,"Lambs",2003,0.46403,67,1.92764590843913,63,"B",1,100
475,"Males",2006,0,"Lambs",2006,0.16904,56,1.82806832623647,63,"C",1,400
782,"Females",2011,0,"Lambs",2011,0.06066,12,1.90710249513346,63,"D",0,400
